gbifID,institutionCode,recordedBy,eventDate,year,month,day,Country_name,decimalLongitude,decimalLatitude,elevation,family,genus,species,acceptedScientificName,occurrenceRemarks,dynamicProperties,fieldNotes,image_url,reproductiveCondition,Year_interval,acceptedScientificName_splevel,n_records_GBIF,Nrecords_interval,OrigDB_vs_GBIF,FieldNotes,Binned_latitude,Binned_longitude
3762890681,ASU,,2010-08-19T00:00:00,2010.0,8.0,19.0,Ecuador,-78.62804,-0.1175,1555.0,Asteraceae,Vernonanthura,Vernonanthura patens,Vernonanthura patens (Kunth) H. Rob.,Tree#_575; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21233.jpg,,1970-2010,Vernonanthura patens,1207.0,>500,OriginalDB,Tree#_575; Tree; nan,"(-20, 0]","(-80, -60]"
3762890565,ASU,,2010-01-08T00:00:00,2010.0,1.0,8.0,Costa Rica,-83.33975,8.41421,50.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP16/CSP16189_lg.jpg,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Tree; nan,"(0, 20]","(-100, -80]"
3762890464,ASU,,2010-11-29T00:00:00,2010.0,11.0,29.0,Peru,-73.64762,-4.89909,124.0,Moraceae,Brosimum,Brosimum utile,Brosimum utile (Kunth) Oken,Tree,,,,,1970-2010,Brosimum utile,205.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762888524,ASU,,2009-10-02T00:00:00,2009.0,10.0,2.0,Peru,-71.54083,-13.04718,1618.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP15/CSP15010_lg.jpg,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762887761,ASU,,2011-08-24T00:00:00,2011.0,8.0,24.0,Peru,-71.55591,-13.07042,1832.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,TU-08_1800-10; AsatAmaxRd - Yadvinder; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP25/CSP25297_lg.jpg,,>2011,Myrcia splendens,6407.0,>500,OriginalDB,TU-08_1800-10; AsatAmaxRd - Yadvinder; Tree; nan,"(-20, 0]","(-80, -60]"
3762887437,ASU,,2009-08-02T00:00:00,2009.0,8.0,2.0,Peru,-73.6468,-4.8991,124.0,Moraceae,Brosimum,Brosimum utile,Brosimum utile (Kunth) Oken,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP12/CSP12090.jpg,,1970-2010,Brosimum utile,205.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762881662,ASU,,2010-08-17T00:00:00,2010.0,8.0,17.0,Ecuador,-78.62804,-0.1175,1555.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree#_54; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP21/CSP21146_lg.jpg,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Tree#_54; Tree; nan,"(-20, 0]","(-80, -60]"
3762879778,ASU,,2011-09-25T00:00:00,2011.0,9.0,25.0,Peru,-73.62765,-4.89905,135.0,Moraceae,Brosimum,Brosimum utile,Brosimum utile (Kunth) Oken,JEN_12-184; AsatAmaxRd - Yadvinder; Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP25/CSP25505_lg.jpg,,>2011,Brosimum utile,205.0,101-500,OriginalDB,JEN_12-184; AsatAmaxRd - Yadvinder; Tree; nan,"(-20, 0]","(-80, -60]"
3762877450,ASU,,2010-11-29T00:00:00,2010.0,11.0,29.0,Peru,-73.64638,-4.89874,124.0,Moraceae,Brosimum,Brosimum utile,Brosimum utile (Kunth) Oken,Tree,,,,,1970-2010,Brosimum utile,205.0,101-500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762875866,ASU,,2014-08-05T00:00:00,2014.0,8.0,5.0,Peru,-70.1028,-12.5652,260.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree,,,,,>2011,Myrcia splendens,6407.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3762874636,ASU,,2010-05-17T00:00:00,2010.0,5.0,17.0,Peru,-69.04777,-12.53273,180.0,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,Tree,,,https://swbiodiversity.org/imglib/seinet/swnode/ASU_Plants/CSP19/CSP19513_lg.jpg,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,Tree; nan,"(-20, 0]","(-80, -60]"
3758936455,UNEMAT,,1999-08-12T00:00:00,1999.0,8.0,12.0,Brazil,-53.448889,-13.169444,,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,"Casca cinza, esfoliante.[HABITAT=Borda de Floresta Ombrófila Aberta]",,,,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,"Casca cinza, esfoliante.[HABITAT=Borda de Floresta Ombrófila Aberta]; nan","(-20, 0]","(-60, -40]"
3758936442,UNEMAT,,1999-12-03T00:00:00,1999.0,12.0,3.0,Brazil,-55.25,-13.166667,,Myrtaceae,Myrcia,Myrcia splendens,Myrcia splendens (Sw.) DC.,[HABITAT=Borda de Floresta Ombrófila Aberta Aluvial.],,,,,1970-2010,Myrcia splendens,6407.0,>500,OriginalDB,[HABITAT=Borda de Floresta Ombrófila Aberta Aluvial.]; nan,"(-20, 0]","(-60, -40]"
